Mouse,Birth Date,Coat Colour,Earclip,Gender,Colony Prefix,Colony Name,Genetic Background,Cohort(s),Genotype,Weighing Date,Weight,Units,QC Status,QC Comments,Recorded By,Recorded On
AHDT5.1c,22-Nov-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:+ve,17-Apr-17,25.8,g,0,,aymo,18-Apr-17
AHDT5.1d,22-Nov-16,Black,2R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:-ve,17-Apr-17,30.8,g,0,,aymo,18-Apr-17
AHDT5.1f,22-Nov-16,Black,2R 1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:+ve,17-Apr-17,28.3,g,0,,aymo,18-Apr-17
AHDT5.1h,22-Nov-16,Black,1L,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:-ve,17-Apr-17,23.8,g,0,,aymo,18-Apr-17
AHDT5.1i,22-Nov-16,Black,1L 1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/+ Min:-ve,17-Apr-17,24.8,g,0,,aymo,18-Apr-17
AHDT5.1m,22-Nov-16,Black,1L 1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:-ve,17-Apr-17,22.3,g,0,,aymo,18-Apr-17
AHDT5.1n,22-Nov-16,Black,2R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:+ve,17-Apr-17,22.1,g,0,,aymo,18-Apr-17
AHDT7.1c,30-Nov-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/Btnl1-B12 Min:+ve,17-Apr-17,29.7,g,0,,aymo,18-Apr-17
AHDT7.1d,30-Nov-16,Black,2R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,17-Apr-17,29.3,g,0,,aymo,18-Apr-17
AHDT7.1e,30-Nov-16,Black,2L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,17-Apr-17,28.3,g,0,,aymo,18-Apr-17
AHDT7.1f,30-Nov-16,Black,2R 1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,17-Apr-17,31.6,g,0,,aymo,18-Apr-17
AHDT7.1g,30-Nov-16,Black,1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,17-Apr-17,28.3,g,0,,aymo,18-Apr-17
AHDT7.1h,30-Nov-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,17-Apr-17,33,g,0,,aymo,18-Apr-17
AHDT7.1i,30-Nov-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,17-Apr-17,29.1,g,0,,aymo,18-Apr-17
AHDT7.1j,30-Nov-16,Black,2R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,17-Apr-17,27.6,g,0,,aymo,18-Apr-17
AHDT7.1k,30-Nov-16,Black,2L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,17-Apr-17,32.7,g,0,,aymo,18-Apr-17
AHDT7.1m,30-Nov-16,Black,1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,17-Apr-17,21.2,g,0,,aymo,18-Apr-17
AHDT7.1n,30-Nov-16,Black,1L,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,17-Apr-17,22.6,g,0,,aymo,18-Apr-17
AHDT7.1o,30-Nov-16,Black,1L 1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,17-Apr-17,20.7,g,0,,aymo,18-Apr-17
AHDT6.1a,14-Dec-16,Black,1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:-ve,17-Apr-17,29.2,g,0,,aymo,18-Apr-17
AHDT6.1b,14-Dec-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:-ve,17-Apr-17,32.7,g,0,,aymo,18-Apr-17
AHDT6.1c,14-Dec-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:-ve,17-Apr-17,25.7,g,0,,aymo,18-Apr-17
AHDT6.1d,14-Dec-16,Black,2L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:+ve,17-Apr-17,29.3,g,0,,aymo,18-Apr-17
AHDT10.1a,16-Dec-16,Black,1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:-ve,17-Apr-17,31,g,0,,aymo,18-Apr-17
AHDT10.1b,16-Dec-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:-ve,17-Apr-17,28.4,g,0,,aymo,18-Apr-17
AHDT8.1b,24-Dec-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:+ve,17-Apr-17,27.2,g,0,,aymo,18-Apr-17
AHDT8.1c,24-Dec-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:+ve,17-Apr-17,27.8,g,0,,aymo,18-Apr-17
AHDT8.1d,24-Dec-16,Black,2R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:+ve,17-Apr-17,32.5,g,0,,aymo,18-Apr-17
AHDT8.1e,24-Dec-16,Black,1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:+ve,17-Apr-17,27.4,g,0,,aymo,18-Apr-17
AHDT8.1f,24-Dec-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:+ve,17-Apr-17,28.1,g,0,,aymo,18-Apr-17
AHDT8.1g,24-Dec-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:+ve,17-Apr-17,28.2,g,0,,aymo,18-Apr-17
AHDT5.1c,22-Nov-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:+ve,19-Apr-17,26.3,g,0,,aymo,19-Apr-17
AHDT5.1d,22-Nov-16,Black,2R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:-ve,19-Apr-17,30.3,g,0,,aymo,19-Apr-17
AHDT5.1f,22-Nov-16,Black,2R 1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:+ve,19-Apr-17,28.2,g,0,,aymo,19-Apr-17
AHDT5.1h,22-Nov-16,Black,1L,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:-ve,19-Apr-17,24.2,g,0,,aymo,19-Apr-17
AHDT5.1i,22-Nov-16,Black,1L 1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/+ Min:-ve,19-Apr-17,23,g,0,,aymo,19-Apr-17
AHDT5.1m,22-Nov-16,Black,1L 1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:-ve,19-Apr-17,22.4,g,0,,aymo,19-Apr-17
AHDT5.1n,22-Nov-16,Black,2R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:+ve,19-Apr-17,22.4,g,0,,aymo,19-Apr-17
AHDT7.1c,30-Nov-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/Btnl1-B12 Min:+ve,19-Apr-17,29.7,g,0,,aymo,19-Apr-17
AHDT7.1d,30-Nov-16,Black,2R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,19-Apr-17,29.8,g,0,,aymo,19-Apr-17
AHDT7.1e,30-Nov-16,Black,2L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,19-Apr-17,28.9,g,0,,aymo,19-Apr-17
AHDT7.1f,30-Nov-16,Black,2R 1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,19-Apr-17,31.2,g,0,,aymo,19-Apr-17
AHDT7.1g,30-Nov-16,Black,1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,19-Apr-17,29.1,g,0,,aymo,19-Apr-17
AHDT7.1h,30-Nov-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,19-Apr-17,27.5,g,0,,aymo,19-Apr-17
AHDT7.1i,30-Nov-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,19-Apr-17,29.2,g,0,,aymo,19-Apr-17
AHDT7.1j,30-Nov-16,Black,2R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,19-Apr-17,27.9,g,0,,aymo,19-Apr-17
AHDT7.1k,30-Nov-16,Black,2L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,19-Apr-17,33,g,0,,aymo,19-Apr-17
AHDT7.1m,30-Nov-16,Black,1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,19-Apr-17,21.7,g,0,,aymo,19-Apr-17
AHDT7.1n,30-Nov-16,Black,1L,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,19-Apr-17,23,g,0,,aymo,19-Apr-17
AHDT7.1o,30-Nov-16,Black,1L 1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,19-Apr-17,20.7,g,0,,aymo,19-Apr-17
AHDT6.1a,14-Dec-16,Black,1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:-ve,19-Apr-17,29.3,g,0,,aymo,19-Apr-17
AHDT6.1b,14-Dec-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:-ve,19-Apr-17,31.8,g,0,,aymo,19-Apr-17
AHDT6.1c,14-Dec-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:-ve,19-Apr-17,25.7,g,0,,aymo,19-Apr-17
AHDT6.1d,14-Dec-16,Black,2L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:+ve,19-Apr-17,28.8,g,0,,aymo,19-Apr-17
AHDT10.1a,16-Dec-16,Black,1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:-ve,19-Apr-17,30.9,g,0,,aymo,19-Apr-17
AHDT10.1b,16-Dec-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:-ve,19-Apr-17,28.8,g,0,,aymo,19-Apr-17
AHDT8.1b,24-Dec-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:+ve,19-Apr-17,27.4,g,0,,aymo,19-Apr-17
AHDT8.1c,24-Dec-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:+ve,19-Apr-17,27.2,g,0,,aymo,19-Apr-17
AHDT8.1d,24-Dec-16,Black,2R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:+ve,19-Apr-17,28.7,g,0,,aymo,19-Apr-17
AHDT8.1e,24-Dec-16,Black,1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:+ve,19-Apr-17,27.4,g,0,,aymo,19-Apr-17
AHDT8.1f,24-Dec-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:+ve,19-Apr-17,27.6,g,0,,aymo,19-Apr-17
AHDT8.1g,24-Dec-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:+ve,19-Apr-17,27.9,g,0,,aymo,19-Apr-17
AHDT5.1c,22-Nov-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:+ve,21-Apr-17,26.1,g,0,,aymo,21-Apr-17
AHDT5.1d,22-Nov-16,Black,2R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:-ve,21-Apr-17,30,g,0,,aymo,21-Apr-17
AHDT5.1f,22-Nov-16,Black,2R 1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:+ve,21-Apr-17,28.3,g,0,,aymo,21-Apr-17
AHDT5.1h,22-Nov-16,Black,1L,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:-ve,21-Apr-17,23.7,g,0,,aymo,21-Apr-17
AHDT5.1i,22-Nov-16,Black,1L 1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/+ Min:-ve,21-Apr-17,23.7,g,0,,aymo,21-Apr-17
AHDT5.1m,22-Nov-16,Black,1L 1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:-ve,21-Apr-17,22.6,g,0,,aymo,21-Apr-17
AHDT5.1n,22-Nov-16,Black,2R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","519960 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 1",Btnl1-B12/Btnl1-B12 Min:+ve,21-Apr-17,22.2,g,0,,aymo,21-Apr-17
AHDT7.1c,30-Nov-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/Btnl1-B12 Min:+ve,21-Apr-17,30.1,g,0,,aymo,21-Apr-17
AHDT7.1d,30-Nov-16,Black,2R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,21-Apr-17,29.7,g,0,,aymo,21-Apr-17
AHDT7.1e,30-Nov-16,Black,2L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,21-Apr-17,29.2,g,0,,aymo,21-Apr-17
AHDT7.1f,30-Nov-16,Black,2R 1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,21-Apr-17,31.1,g,0,,aymo,21-Apr-17
AHDT7.1g,30-Nov-16,Black,1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,21-Apr-17,29,g,0,,aymo,21-Apr-17
AHDT7.1h,30-Nov-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,21-Apr-17,28,g,0,,aymo,21-Apr-17
AHDT7.1i,30-Nov-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,21-Apr-17,29.4,g,0,,aymo,21-Apr-17
AHDT7.1j,30-Nov-16,Black,2R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,21-Apr-17,27.8,g,0,,aymo,21-Apr-17
AHDT7.1k,30-Nov-16,Black,2L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,21-Apr-17,32.9,g,0,,aymo,21-Apr-17
AHDT7.1m,30-Nov-16,Black,1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,21-Apr-17,21.6,g,0,,aymo,21-Apr-17
AHDT7.1n,30-Nov-16,Black,1L,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:-ve,21-Apr-17,23,g,0,,aymo,21-Apr-17
AHDT7.1o,30-Nov-16,Black,1L 1R,Female,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","540059 P15 13.12.2016,NROB Btnl1 x APCmin gut roll cohort 2",Btnl1-B12/+ Min:+ve,21-Apr-17,20.3,g,0,,aymo,21-Apr-17
AHDT6.1a,14-Dec-16,Black,1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:-ve,21-Apr-17,29.4,g,0,,aymo,21-Apr-17
AHDT6.1b,14-Dec-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:-ve,21-Apr-17,32.6,g,0,,aymo,21-Apr-17
AHDT6.1c,14-Dec-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:-ve,21-Apr-17,25.6,g,0,,aymo,21-Apr-17
AHDT6.1d,14-Dec-16,Black,2L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:+ve,21-Apr-17,28.8,g,0,,aymo,21-Apr-17
AHDT10.1a,16-Dec-16,Black,1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/+ Min:-ve,21-Apr-17,31.5,g,0,,aymo,21-Apr-17
AHDT10.1b,16-Dec-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:-ve,21-Apr-17,28.9,g,0,,aymo,21-Apr-17
AHDT8.1b,24-Dec-16,Black,1L,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:+ve,21-Apr-17,27.3,g,0,,aymo,21-Apr-17
AHDT8.1c,24-Dec-16,Black,1L 1R,Male,AHDT,Btnl1-B12 x APCMin,"C57BL/6J,Other (See Colony Notes)","528088 P15 24.01.2017,NROB Btnl1 x APCmin gut roll cohort 3",Btnl1-B12/Btnl1-B12 Min:+ve,21-Apr-17,27.3,g,0,,aymo,21-Apr-17
